id,width,height,set,file_name,resolved_file_path,file_exists
a4ea732cd3d5948a,840,1024,train,train/a4ea732cd3d5948a.jpg,train_val_images/train_images/a4ea732cd3d5948a.jpg,True
4bf43a7b2a898044,1024,683,train,train/4bf43a7b2a898044.jpg,train_val_images/train_images/4bf43a7b2a898044.jpg,True
1b55b309b0f50d02,1024,683,train,train/1b55b309b0f50d02.jpg,train_val_images/train_images/1b55b309b0f50d02.jpg,True
00c359f294f7dcd9,1024,680,train,train/00c359f294f7dcd9.jpg,train_val_images/train_images/00c359f294f7dcd9.jpg,True
04b5a37f762b0f51,768,1024,train,train/04b5a37f762b0f51.jpg,train_val_images/train_images/04b5a37f762b0f51.jpg,True
b3c4d860c380c674,1024,682,train,train/b3c4d860c380c674.jpg,train_val_images/train_images/b3c4d860c380c674.jpg,True
edecba688d135d36,705,1024,train,train/edecba688d135d36.jpg,train_val_images/train_images/edecba688d135d36.jpg,True
01ee1b7395e1d8c4,1024,575,train,train/01ee1b7395e1d8c4.jpg,train_val_images/train_images/01ee1b7395e1d8c4.jpg,True
344193868ca2f738,1024,834,train,train/344193868ca2f738.jpg,train_val_images/train_images/344193868ca2f738.jpg,True
a183473b9b4bc8f6,357,1024,train,train/a183473b9b4bc8f6.jpg,train_val_images/train_images/a183473b9b4bc8f6.jpg,True
4e40fcde84677d90,1024,768,train,train/4e40fcde84677d90.jpg,train_val_images/train_images/4e40fcde84677d90.jpg,True
c126876b5ac73c91,1024,768,train,train/c126876b5ac73c91.jpg,train_val_images/train_images/c126876b5ac73c91.jpg,True
57ad2d3ddcde298b,1024,768,train,train/57ad2d3ddcde298b.jpg,train_val_images/train_images/57ad2d3ddcde298b.jpg,True
171e532e7edaf8f9,819,1024,train,train/171e532e7edaf8f9.jpg,train_val_images/train_images/171e532e7edaf8f9.jpg,True
754dd4b30ec02ca5,1024,683,train,train/754dd4b30ec02ca5.jpg,train_val_images/train_images/754dd4b30ec02ca5.jpg,True
a0fa95532b52cf18,1024,768,train,train/a0fa95532b52cf18.jpg,train_val_images/train_images/a0fa95532b52cf18.jpg,True
d3abbec0a3c582c1,768,1024,train,train/d3abbec0a3c582c1.jpg,train_val_images/train_images/d3abbec0a3c582c1.jpg,True
75cd66309f4183ae,6000,4000,train,train/75cd66309f4183ae.jpg,train_val_images/train_images/75cd66309f4183ae.jpg,True
6e39569903a669f5,1024,680,train,train/6e39569903a669f5.jpg,train_val_images/train_images/6e39569903a669f5.jpg,True
c6d465f45fe01f84,1024,768,train,train/c6d465f45fe01f84.jpg,train_val_images/train_images/c6d465f45fe01f84.jpg,True
f872a1953fef84a3,1024,1024,train,train/f872a1953fef84a3.jpg,train_val_images/train_images/f872a1953fef84a3.jpg,True
4974a1000a27a984,768,1024,train,train/4974a1000a27a984.jpg,train_val_images/train_images/4974a1000a27a984.jpg,True
00ca922eb4890a3b,1024,680,train,train/00ca922eb4890a3b.jpg,train_val_images/train_images/00ca922eb4890a3b.jpg,True
2a89a2256448b62e,768,1024,train,train/2a89a2256448b62e.jpg,train_val_images/train_images/2a89a2256448b62e.jpg,True
f795d4f48d364b95,1024,768,train,train/f795d4f48d364b95.jpg,train_val_images/train_images/f795d4f48d364b95.jpg,True
e81c07266ea2699d,768,1024,train,train/e81c07266ea2699d.jpg,train_val_images/train_images/e81c07266ea2699d.jpg,True
f67b40ccda2d8e79,768,1024,train,train/f67b40ccda2d8e79.jpg,train_val_images/train_images/f67b40ccda2d8e79.jpg,True
8b2354348560f150,1024,670,train,train/8b2354348560f150.jpg,train_val_images/train_images/8b2354348560f150.jpg,True
dc0e9a22751975a7,1024,683,train,train/dc0e9a22751975a7.jpg,train_val_images/train_images/dc0e9a22751975a7.jpg,True
df075cc4d3859d32,1024,683,train,train/df075cc4d3859d32.jpg,train_val_images/train_images/df075cc4d3859d32.jpg,True
03d905bf4fef974b,1024,1024,train,train/03d905bf4fef974b.jpg,train_val_images/train_images/03d905bf4fef974b.jpg,True
181596df2d9a23cd,768,1024,train,train/181596df2d9a23cd.jpg,train_val_images/train_images/181596df2d9a23cd.jpg,True
f8ce42369cb217ca,683,1024,train,train/f8ce42369cb217ca.jpg,train_val_images/train_images/f8ce42369cb217ca.jpg,True
39ab62bf93a384df,1024,681,train,train/39ab62bf93a384df.jpg,train_val_images/train_images/39ab62bf93a384df.jpg,True
01aa9b9a3520fc0c,1024,768,train,train/01aa9b9a3520fc0c.jpg,train_val_images/train_images/01aa9b9a3520fc0c.jpg,True
2687bcd22dde6fa9,1024,768,train,train/2687bcd22dde6fa9.jpg,train_val_images/train_images/2687bcd22dde6fa9.jpg,True
19c0685503268f0c,1024,681,train,train/19c0685503268f0c.jpg,train_val_images/train_images/19c0685503268f0c.jpg,True
3b686fabd9152b76,1024,1024,train,train/3b686fabd9152b76.jpg,train_val_images/train_images/3b686fabd9152b76.jpg,True
635392a827aba324,1024,768,train,train/635392a827aba324.jpg,train_val_images/train_images/635392a827aba324.jpg,True
2edd89774519c784,1024,508,train,train/2edd89774519c784.jpg,train_val_images/train_images/2edd89774519c784.jpg,True
39bd3d23a8b6a94d,1024,1024,train,train/39bd3d23a8b6a94d.jpg,train_val_images/train_images/39bd3d23a8b6a94d.jpg,True
82a2be82feef8d50,576,1024,train,train/82a2be82feef8d50.jpg,train_val_images/train_images/82a2be82feef8d50.jpg,True
8fffa9f900e37e77,1024,683,train,train/8fffa9f900e37e77.jpg,train_val_images/train_images/8fffa9f900e37e77.jpg,True
dbfa35c8fe3d506f,1024,1024,train,train/dbfa35c8fe3d506f.jpg,train_val_images/train_images/dbfa35c8fe3d506f.jpg,True
3dccd6bac3c95422,1024,804,train,train/3dccd6bac3c95422.jpg,train_val_images/train_images/3dccd6bac3c95422.jpg,True
ff01ce3a1d2a9e24,1024,768,train,train/ff01ce3a1d2a9e24.jpg,train_val_images/train_images/ff01ce3a1d2a9e24.jpg,True
bddc0a27a3469b8a,1024,768,train,train/bddc0a27a3469b8a.jpg,train_val_images/train_images/bddc0a27a3469b8a.jpg,True
768eef86cfc99d4e,1024,683,train,train/768eef86cfc99d4e.jpg,train_val_images/train_images/768eef86cfc99d4e.jpg,True
1b4b5ff55491907d,1024,768,train,train/1b4b5ff55491907d.jpg,train_val_images/train_images/1b4b5ff55491907d.jpg,True
9d3f8105a5101449,1024,768,train,train/9d3f8105a5101449.jpg,train_val_images/train_images/9d3f8105a5101449.jpg,True
0029951a71460d1c,1024,768,train,train/0029951a71460d1c.jpg,train_val_images/train_images/0029951a71460d1c.jpg,True
b9adb5083dd93638,1024,683,train,train/b9adb5083dd93638.jpg,train_val_images/train_images/b9adb5083dd93638.jpg,True
a16c4e7d625c0e8e,1024,698,train,train/a16c4e7d625c0e8e.jpg,train_val_images/train_images/a16c4e7d625c0e8e.jpg,True
e397feb8b98ed1a9,1024,680,train,train/e397feb8b98ed1a9.jpg,train_val_images/train_images/e397feb8b98ed1a9.jpg,True
69ca2b74d3ead2e9,1024,768,train,train/69ca2b74d3ead2e9.jpg,train_val_images/train_images/69ca2b74d3ead2e9.jpg,True
a41cfe8b94e60e56,1024,768,train,train/a41cfe8b94e60e56.jpg,train_val_images/train_images/a41cfe8b94e60e56.jpg,True
0cd7e3f2739a9329,1024,683,train,train/0cd7e3f2739a9329.jpg,train_val_images/train_images/0cd7e3f2739a9329.jpg,True
f23e925bb9700895,615,1024,train,train/f23e925bb9700895.jpg,train_val_images/train_images/f23e925bb9700895.jpg,True
08199ee44209b064,1024,1024,train,train/08199ee44209b064.jpg,train_val_images/train_images/08199ee44209b064.jpg,True
b4cf9e8036065c37,735,1024,train,train/b4cf9e8036065c37.jpg,train_val_images/train_images/b4cf9e8036065c37.jpg,True
7e6f10871dd4ee3d,1024,576,train,train/7e6f10871dd4ee3d.jpg,train_val_images/train_images/7e6f10871dd4ee3d.jpg,True
58f38a13d56c2f31,1024,680,train,train/58f38a13d56c2f31.jpg,train_val_images/train_images/58f38a13d56c2f31.jpg,True
220ce00f453fa42d,1024,683,train,train/220ce00f453fa42d.jpg,train_val_images/train_images/220ce00f453fa42d.jpg,True
002790511b9920a5,981,1024,train,train/002790511b9920a5.jpg,train_val_images/train_images/002790511b9920a5.jpg,True
dd16729f53bb8114,1024,768,train,train/dd16729f53bb8114.jpg,train_val_images/train_images/dd16729f53bb8114.jpg,True
e5f246059e8f7c11,1024,768,train,train/e5f246059e8f7c11.jpg,train_val_images/train_images/e5f246059e8f7c11.jpg,True
